Plot_ID,KC,KR,Date,NDVI,Column,Range,Merge_id
18MP_121,3,14,5/22/18,0.671,3,14,C3_R14
18MP_121,3,14,6/6/18,0.263,3,14,C3_R14
18MP_210,3,15,5/22/18,0.639,3,15,C3_R15
18MP_210,3,15,6/6/18,0.247,3,15,C3_R15
18MP_211,3,16,5/22/18,0.667,3,16,C3_R16
18MP_211,3,16,6/6/18,0.254,3,16,C3_R16
18MP_230,3,17,5/22/18,0.664,3,17,C3_R17
18MP_230,3,17,6/6/18,0.288,3,17,C3_R17
18MP_0,3,18,5/22/18,0.677,3,18,C3_R18
18MP_0,3,18,6/6/18,0.252,3,18,C3_R18
18MP_102,3,19,5/22/18,0.642,3,19,C3_R19
18MP_102,3,19,6/6/18,0.264,3,19,C3_R19
18MP_119,3,20,5/22/18,0.621,3,20,C3_R20
18MP_119,3,20,6/6/18,0.259,3,20,C3_R20
18MP_0,3,21,5/22/18,0.668,3,21,C3_R21
18MP_0,3,21,6/6/18,0.267,3,21,C3_R21
18MP_301,3,22,5/22/18,0.341,3,22,C3_R22
18MP_301,3,22,6/6/18,0.223,3,22,C3_R22
18MP_119,4,1,5/22/18,0.665,4,1,C4_R1
18MP_119,4,1,6/6/18,0.285,4,1,C4_R1
18MP_122,4,2,5/22/18,0.601,4,2,C4_R2
18MP_122,4,2,6/6/18,0.26,4,2,C4_R2
18MP_139,4,3,5/22/18,0.623,4,3,C4_R3
18MP_139,4,3,6/6/18,0.231,4,3,C4_R3
18MP_202,4,4,5/22/18,0.664,4,4,C4_R4
18MP_202,4,4,6/6/18,0.26,4,4,C4_R4
18MP_219,4,5,5/22/18,0.671,4,5,C4_R5
18MP_219,4,5,6/6/18,0.266,4,5,C4_R5
18MP_222,4,6,5/22/18,0.657,4,6,C4_R6
18MP_222,4,6,6/6/18,0.277,4,6,C4_R6
18MP_239,4,7,5/22/18,0.719,4,7,C4_R7
18MP_239,4,7,6/6/18,0.257,4,7,C4_R7
18MP_302,4,8,5/22/18,0.702,4,8,C4_R8
18MP_302,4,8,6/6/18,0.263,4,8,C4_R8
18MP_319,4,9,5/22/18,0.696,4,9,C4_R9
18MP_319,4,9,6/6/18,0.305,4,9,C4_R9
18MP_322,4,10,5/22/18,0.717,4,10,C4_R10
18MP_322,4,10,6/6/18,0.313,4,10,C4_R10
18MP_339,4,11,5/22/18,0.729,4,11,C4_R11
18MP_339,4,11,6/6/18,0.359,4,11,C4_R11
18MP_102,4,12,5/22/18,0.688,4,12,C4_R12
18MP_102,4,12,6/6/18,0.27,4,12,C4_R12
18MP_119,4,13,5/22/18,0.675,4,13,C4_R13
18MP_119,4,13,6/6/18,0.322,4,13,C4_R13
18MP_122,4,14,5/22/18,0.692,4,14,C4_R14
18MP_122,4,14,6/6/18,0.3,4,14,C4_R14
18MP_209,4,15,5/22/18,0.677,4,15,C4_R15
18MP_209,4,15,6/6/18,0.232,4,15,C4_R15
18MP_212,4,16,5/22/18,0.641,4,16,C4_R16
18MP_212,4,16,6/6/18,0.296,4,16,C4_R16
18MP_229,4,17,5/22/18,0.687,4,17,C4_R17
18MP_229,4,17,6/6/18,0.302,4,17,C4_R17
18MP_0,4,18,5/22/18,0.691,4,18,C4_R18
18MP_0,4,18,6/6/18,0.25,4,18,C4_R18
18MP_103,4,19,5/22/18,0.684,4,19,C4_R19
18MP_103,4,19,6/6/18,0.254,4,19,C4_R19
18MP_118,4,20,5/22/18,0.624,4,20,C4_R20
18MP_118,4,20,6/6/18,0.29,4,20,C4_R20
18MP_0,4,21,5/22/18,0.668,4,21,C4_R21
18MP_0,4,21,6/6/18,0.256,4,21,C4_R21
18MP_0,4,22,5/22/18,0.66,4,22,C4_R22
18MP_0,4,22,6/6/18,0.248,4,22,C4_R22
18MP_119,5,1,5/22/18,0.635,5,1,C5_R1
18MP_119,5,1,6/6/18,0.273,5,1,C5_R1
18MP_122,5,2,5/22/18,0.654,5,2,C5_R2
18MP_122,5,2,6/6/18,0.275,5,2,C5_R2
18MP_139,5,3,5/22/18,0.631,5,3,C5_R3
18MP_139,5,3,6/6/18,0.242,5,3,C5_R3
18MP_202,5,4,5/22/18,0.659,5,4,C5_R4
18MP_202,5,4,6/6/18,0.286,5,4,C5_R4
18MP_219,5,5,5/22/18,0.702,5,5,C5_R5
18MP_219,5,5,6/6/18,0.274,5,5,C5_R5
18MP_222,5,6,5/22/18,0.66,5,6,C5_R6
18MP_222,5,6,6/6/18,0.266,5,6,C5_R6
18MP_239,5,7,5/22/18,0.703,5,7,C5_R7
18MP_239,5,7,6/6/18,0.249,5,7,C5_R7
18MP_302,5,8,5/22/18,0.718,5,8,C5_R8
18MP_302,5,8,6/6/18,0.259,5,8,C5_R8
18MP_319,5,9,5/22/18,0.707,5,9,C5_R9
18MP_319,5,9,6/6/18,0.309,5,9,C5_R9
18MP_322,5,10,5/22/18,0.724,5,10,C5_R10
18MP_322,5,10,6/6/18,0.316,5,10,C5_R10
18MP_339,5,11,5/22/18,0.739,5,11,C5_R11
18MP_339,5,11,6/6/18,0.351,5,11,C5_R11
18MP_102,5,12,5/22/18,0.672,5,12,C5_R12
18MP_102,5,12,6/6/18,0.264,5,12,C5_R12
18MP_119,5,13,5/22/18,0.693,5,13,C5_R13
18MP_119,5,13,6/6/18,0.332,5,13,C5_R13
18MP_122,5,14,5/22/18,0.715,5,14,C5_R14
18MP_122,5,14,6/6/18,0.306,5,14,C5_R14
18MP_209,5,15,5/22/18,0.686,5,15,C5_R15
18MP_209,5,15,6/6/18,0.229,5,15,C5_R15
18MP_212,5,16,5/22/18,0.679,5,16,C5_R16
18MP_212,5,16,6/6/18,0.308,5,16,C5_R16
18MP_229,5,17,5/22/18,0.71,5,17,C5_R17
18MP_229,5,17,6/6/18,0.293,5,17,C5_R17
18MP_0,5,18,5/22/18,0.717,5,18,C5_R18
18MP_0,5,18,6/6/18,0.254,5,18,C5_R18
18MP_104,5,19,5/22/18,0.693,5,19,C5_R19
18MP_104,5,19,6/6/18,0.282,5,19,C5_R19
18MP_117,5,20,5/22/18,0.661,5,20,C5_R20
18MP_117,5,20,6/6/18,0.299,5,20,C5_R20
18MP_0,5,21,5/22/18,0.695,5,21,C5_R21
18MP_0,5,21,6/6/18,0.264,5,21,C5_R21
18MP_0,5,22,5/22/18,0.69,5,22,C5_R22
18MP_0,5,22,6/6/18,0.26,5,22,C5_R22
18MP_118,6,1,5/22/18,0.63,6,1,C6_R1
18MP_118,6,1,6/6/18,0.281,6,1,C6_R1
18MP_123,6,2,5/22/18,0.638,6,2,C6_R2
18MP_123,6,2,6/6/18,0.254,6,2,C6_R2
18MP_138,6,3,5/22/18,0.636,6,3,C6_R3
18MP_138,6,3,6/6/18,0.27,6,3,C6_R3
18MP_203,6,4,5/22/18,0.688,6,4,C6_R4
18MP_203,6,4,6/6/18,0.25,6,4,C6_R4
18MP_218,6,5,5/22/18,0.665,6,5,C6_R5
18MP_218,6,5,6/6/18,0.276,6,5,C6_R5
18MP_223,6,6,5/22/18,0.654,6,6,C6_R6
18MP_223,6,6,6/6/18,0.252,6,6,C6_R6
18MP_238,6,7,5/22/18,0.677,6,7,C6_R7
18MP_238,6,7,6/6/18,0.257,6,7,C6_R7
18MP_303,6,8,5/22/18,0.69,6,8,C6_R8
18MP_303,6,8,6/6/18,0.267,6,8,C6_R8
18MP_318,6,9,5/22/18,0.686,6,9,C6_R9
18MP_318,6,9,6/6/18,0.31,6,9,C6_R9
18MP_323,6,10,5/22/18,0.686,6,10,C6_R10
18MP_323,6,10,6/6/18,0.266,6,10,C6_R10
18MP_338,6,11,5/22/18,0.723,6,11,C6_R11
18MP_338,6,11,6/6/18,0.326,6,11,C6_R11
18MP_103,6,12,5/22/18,0.7,6,12,C6_R12
18MP_103,6,12,6/6/18,0.324,6,12,C6_R12
18MP_118,6,13,5/22/18,0.652,6,13,C6_R13
18MP_118,6,13,6/6/18,0.264,6,13,C6_R13
18MP_123,6,14,5/22/18,0.675,6,14,C6_R14
18MP_123,6,14,6/6/18,0.302,6,14,C6_R14
18MP_208,6,15,5/22/18,0.674,6,15,C6_R15
18MP_208,6,15,6/6/18,0.262,6,15,C6_R15
18MP_213,6,16,5/22/18,0.69,6,16,C6_R16
18MP_213,6,16,6/6/18,0.302,6,16,C6_R16
18MP_228,6,17,5/22/18,0.702,6,17,C6_R17
18MP_228,6,17,6/6/18,0.347,6,17,C6_R17
18MP_0,6,18,5/22/18,0.731,6,18,C6_R18
18MP_0,6,18,6/6/18,0.281,6,18,C6_R18
18MP_105,6,19,5/22/18,0.644,6,19,C6_R19
18MP_105,6,19,6/6/18,0.318,6,19,C6_R19
18MP_116,6,20,5/22/18,0.627,6,20,C6_R20
18MP_116,6,20,6/6/18,0.293,6,20,C6_R20
18MP_0,6,21,5/22/18,0.674,6,21,C6_R21
18MP_0,6,21,6/6/18,0.27,6,21,C6_R21
18MP_0,6,22,5/22/18,0.659,6,22,C6_R22
18MP_0,6,22,6/6/18,0.251,6,22,C6_R22
18MP_118,7,1,5/22/18,0.609,7,1,C7_R1
18MP_118,7,1,6/6/18,0.269,7,1,C7_R1
18MP_123,7,2,5/22/18,0.638,7,2,C7_R2
18MP_123,7,2,6/6/18,0.257,7,2,C7_R2
18MP_138,7,3,5/22/18,0.621,7,3,C7_R3
18MP_138,7,3,6/6/18,0.263,7,3,C7_R3
18MP_203,7,4,5/22/18,0.69,7,4,C7_R4
18MP_203,7,4,6/6/18,0.253,7,4,C7_R4
18MP_218,7,5,5/22/18,0.674,7,5,C7_R5
18MP_218,7,5,6/6/18,0.278,7,5,C7_R5
18MP_223,7,6,5/22/18,0.644,7,6,C7_R6
18MP_223,7,6,6/6/18,0.252,7,6,C7_R6
18MP_238,7,7,5/22/18,0.664,7,7,C7_R7
18MP_238,7,7,6/6/18,0.253,7,7,C7_R7
18MP_303,7,8,5/22/18,0.67,7,8,C7_R8
18MP_303,7,8,6/6/18,0.256,7,8,C7_R8
18MP_318,7,9,5/22/18,0.717,7,9,C7_R9
18MP_318,7,9,6/6/18,0.322,7,9,C7_R9
18MP_323,7,10,5/22/18,0.695,7,10,C7_R10
18MP_323,7,10,6/6/18,0.269,7,10,C7_R10
18MP_338,7,11,5/22/18,0.708,7,11,C7_R11
18MP_338,7,11,6/6/18,0.307,7,11,C7_R11
18MP_103,7,12,5/22/18,0.743,7,12,C7_R12
18MP_103,7,12,6/6/18,0.345,7,12,C7_R12
18MP_118,7,13,5/22/18,0.688,7,13,C7_R13
18MP_118,7,13,6/6/18,0.272,7,13,C7_R13
18MP_123,7,14,5/22/18,0.723,7,14,C7_R14
18MP_123,7,14,6/6/18,0.318,7,14,C7_R14
18MP_208,7,15,5/22/18,0.68,7,15,C7_R15
18MP_208,7,15,6/6/18,0.264,7,15,C7_R15
18MP_213,7,16,5/22/18,0.701,7,16,C7_R16
18MP_213,7,16,6/6/18,0.3,7,16,C7_R16
18MP_228,7,17,5/22/18,0.701,7,17,C7_R17
18MP_228,7,17,6/6/18,0.333,7,17,C7_R17
18MP_0,7,18,5/22/18,0.741,7,18,C7_R18
18MP_0,7,18,6/6/18,0.275,7,18,C7_R18
18MP_106,7,19,5/22/18,0.692,7,19,C7_R19
18MP_106,7,19,6/6/18,0.309,7,19,C7_R19
18MP_115,7,20,5/22/18,0.621,7,20,C7_R20
18MP_115,7,20,6/6/18,0.267,7,20,C7_R20
18MP_0,7,21,5/22/18,0.687,7,21,C7_R21
18MP_0,7,21,6/6/18,0.258,7,21,C7_R21
18MP_0,7,22,5/22/18,0.684,7,22,C7_R22
18MP_0,7,22,6/6/18,0.265,7,22,C7_R22
18MP_117,8,1,5/22/18,0.577,8,1,C8_R1
18MP_117,8,1,6/6/18,0.239,8,1,C8_R1
18MP_124,8,2,5/22/18,0.695,8,2,C8_R2
18MP_124,8,2,6/6/18,0.307,8,2,C8_R2
18MP_137,8,3,5/22/18,0.581,8,3,C8_R3
18MP_137,8,3,6/6/18,0.247,8,3,C8_R3
18MP_204,8,4,5/22/18,0.695,8,4,C8_R4
18MP_204,8,4,6/6/18,0.313,8,4,C8_R4
18MP_217,8,5,5/22/18,0.727,8,5,C8_R5
18MP_217,8,5,6/6/18,0.305,8,5,C8_R5
18MP_224,8,6,5/22/18,0.668,8,6,C8_R6
18MP_224,8,6,6/6/18,0.27,8,6,C8_R6
18MP_237,8,7,5/22/18,0.713,8,7,C8_R7
18MP_237,8,7,6/6/18,0.287,8,7,C8_R7
18MP_304,8,8,5/22/18,0.739,8,8,C8_R8
18MP_304,8,8,6/6/18,0.277,8,8,C8_R8
18MP_317,8,9,5/22/18,0.746,8,9,C8_R9
18MP_317,8,9,6/6/18,0.31,8,9,C8_R9
18MP_324,8,10,5/22/18,0.717,8,10,C8_R10
18MP_324,8,10,6/6/18,0.32,8,10,C8_R10
18MP_337,8,11,5/22/18,0.681,8,11,C8_R11
18MP_337,8,11,6/6/18,0.281,8,11,C8_R11
18MP_104,8,12,5/22/18,0.697,8,12,C8_R12
18MP_104,8,12,6/6/18,0.269,8,12,C8_R12
18MP_117,8,13,5/22/18,0.734,8,13,C8_R13
18MP_117,8,13,6/6/18,0.329,8,13,C8_R13
18MP_124,8,14,5/22/18,0.748,8,14,C8_R14
18MP_124,8,14,6/6/18,0.316,8,14,C8_R14
18MP_207,8,15,5/22/18,0.723,8,15,C8_R15
18MP_207,8,15,6/6/18,0.305,8,15,C8_R15
18MP_214,8,16,5/22/18,0.733,8,16,C8_R16
18MP_214,8,16,6/6/18,0.336,8,16,C8_R16
18MP_227,8,17,5/22/18,0.699,8,17,C8_R17
18MP_227,8,17,6/6/18,0.296,8,17,C8_R17
18MP_0,8,18,5/22/18,0.712,8,18,C8_R18
18MP_0,8,18,6/6/18,0.267,8,18,C8_R18
18MP_107,8,19,5/22/18,0.692,8,19,C8_R19
18MP_107,8,19,6/6/18,0.297,8,19,C8_R19
18MP_114,8,20,5/22/18,0.664,8,20,C8_R20
18MP_114,8,20,6/6/18,0.283,8,20,C8_R20
18MP_0,8,21,5/22/18,0.666,8,21,C8_R21
18MP_0,8,21,6/6/18,0.257,8,21,C8_R21
18MP_0,8,22,5/22/18,0.635,8,22,C8_R22
18MP_0,8,22,6/6/18,0.259,8,22,C8_R22
18MP_117,9,1,5/22/18,0.638,9,1,C9_R1
18MP_117,9,1,6/6/18,0.306,9,1,C9_R1
18MP_124,9,2,5/22/18,0.589,9,2,C9_R2
18MP_124,9,2,6/6/18,0.235,9,2,C9_R2
18MP_137,9,3,5/22/18,0.662,9,3,C9_R3
18MP_137,9,3,6/6/18,0.292,9,3,C9_R3
18MP_204,9,4,5/22/18,0.646,9,4,C9_R4
18MP_204,9,4,6/6/18,0.242,9,4,C9_R4
18MP_217,9,5,5/22/18,0.678,9,5,C9_R5
18MP_217,9,5,6/6/18,0.302,9,5,C9_R5
18MP_224,9,6,5/22/18,0.72,9,6,C9_R6
18MP_224,9,6,6/6/18,0.301,9,6,C9_R6
18MP_237,9,7,5/22/18,0.697,9,7,C9_R7
18MP_237,9,7,6/6/18,0.264,9,7,C9_R7
18MP_304,9,8,5/22/18,0.762,9,8,C9_R8
18MP_304,9,8,6/6/18,0.316,9,8,C9_R8
18MP_317,9,9,5/22/18,0.748,9,9,C9_R9
18MP_317,9,9,6/6/18,0.291,9,9,C9_R9
18MP_324,9,10,5/22/18,0.766,9,10,C9_R10
18MP_324,9,10,6/6/18,0.32,9,10,C9_R10
18MP_337,9,11,5/22/18,0.726,9,11,C9_R11
18MP_337,9,11,6/6/18,0.31,9,11,C9_R11
18MP_104,9,12,5/22/18,0.711,9,12,C9_R12
18MP_104,9,12,6/6/18,0.286,9,12,C9_R12
18MP_117,9,13,5/22/18,0.707,9,13,C9_R13
18MP_117,9,13,6/6/18,0.259,9,13,C9_R13
18MP_124,9,14,5/22/18,0.769,9,14,C9_R14
18MP_124,9,14,6/6/18,0.325,9,14,C9_R14
18MP_207,9,15,5/22/18,0.733,9,15,C9_R15
18MP_207,9,15,6/6/18,0.286,9,15,C9_R15
18MP_214,9,16,5/22/18,0.727,9,16,C9_R16
18MP_214,9,16,6/6/18,0.284,9,16,C9_R16
18MP_227,9,17,5/22/18,0.754,9,17,C9_R17
18MP_227,9,17,6/6/18,0.342,9,17,C9_R17
18MP_0,9,18,5/22/18,0.707,9,18,C9_R18
18MP_0,9,18,6/6/18,0.282,9,18,C9_R18
18MP_108,9,19,5/22/18,0.698,9,19,C9_R19
18MP_108,9,19,6/6/18,0.288,9,19,C9_R19
18MP_113,9,20,5/22/18,0.637,9,20,C9_R20
18MP_113,9,20,6/6/18,0.257,9,20,C9_R20
18MP_0,9,21,5/22/18,0.702,9,21,C9_R21
18MP_0,9,21,6/6/18,0.27,9,21,C9_R21
18MP_0,9,22,5/22/18,0.694,9,22,C9_R22
18MP_0,9,22,6/6/18,0.274,9,22,C9_R22
18MP_105,10,1,5/22/18,0.685,10,1,C10_R1
18MP_105,10,1,6/6/18,0.279,10,1,C10_R1
18MP_116,10,2,5/22/18,0.609,10,2,C10_R2
18MP_116,10,2,6/6/18,0.253,10,2,C10_R2
18MP_125,10,3,5/22/18,0.624,10,3,C10_R3
18MP_125,10,3,6/6/18,0.246,10,3,C10_R3
18MP_136,10,4,5/22/18,0.663,10,4,C10_R4
18MP_136,10,4,6/6/18,0.249,10,4,C10_R4
18MP_205,10,5,5/22/18,0.625,10,5,C10_R5
18MP_205,10,5,6/6/18,0.238,10,5,C10_R5
18MP_216,10,6,5/22/18,0.671,10,6,C10_R6
18MP_216,10,6,6/6/18,0.259,10,6,C10_R6
18MP_225,10,7,5/22/18,0.666,10,7,C10_R7
18MP_225,10,7,6/6/18,0.265,10,7,C10_R7
18MP_236,10,8,5/22/18,0.713,10,8,C10_R8
18MP_236,10,8,6/6/18,0.293,10,8,C10_R8
18MP_305,10,9,5/22/18,0.692,10,9,C10_R9
18MP_305,10,9,6/6/18,0.314,10,9,C10_R9
18MP_316,10,10,5/22/18,0.768,10,10,C10_R10
18MP_316,10,10,6/6/18,0.415,10,10,C10_R10
18MP_325,10,11,5/22/18,0.758,10,11,C10_R11
18MP_325,10,11,6/6/18,0.372,10,11,C10_R11
18MP_336,10,12,5/22/18,0.721,10,12,C10_R12
18MP_336,10,12,6/6/18,0.302,10,12,C10_R12
18MP_105,10,13,5/22/18,0.718,10,13,C10_R13
18MP_105,10,13,6/6/18,0.323,10,13,C10_R13
18MP_116,10,14,5/22/18,0.741,10,14,C10_R14
18MP_116,10,14,6/6/18,0.284,10,14,C10_R14
18MP_125,10,15,5/22/18,0.713,10,15,C10_R15
18MP_125,10,15,6/6/18,0.32,10,15,C10_R15
18MP_206,10,16,5/22/18,0.711,10,16,C10_R16
18MP_206,10,16,6/6/18,0.281,10,16,C10_R16
18MP_215,10,17,5/22/18,0.719,10,17,C10_R17
18MP_215,10,17,6/6/18,0.377,10,17,C10_R17
18MP_226,10,18,5/22/18,0.734,10,18,C10_R18
18MP_226,10,18,6/6/18,0.368,10,18,C10_R18
18MP_0,10,19,5/22/18,0.68,10,19,C10_R19
18MP_0,10,19,6/6/18,0.273,10,19,C10_R19
18MP_109,10,20,5/22/18,0.706,10,20,C10_R20
18MP_109,10,20,6/6/18,0.293,10,20,C10_R20
18MP_112,10,21,5/22/18,0.649,10,21,C10_R21
18MP_112,10,21,6/6/18,0.254,10,21,C10_R21
18MP_0,10,22,5/22/18,0.646,10,22,C10_R22
18MP_0,10,22,6/6/18,0.255,10,22,C10_R22
18MP_105,11,1,5/22/18,0.664,11,1,C11_R1
18MP_105,11,1,6/6/18,0.259,11,1,C11_R1
18MP_116,11,2,5/22/18,0.593,11,2,C11_R2
18MP_116,11,2,6/6/18,0.239,11,2,C11_R2
18MP_125,11,3,5/22/18,0.613,11,3,C11_R3
18MP_125,11,3,6/6/18,0.229,11,3,C11_R3
18MP_136,11,4,5/22/18,0.633,11,4,C11_R4
18MP_136,11,4,6/6/18,0.235,11,4,C11_R4
18MP_205,11,5,5/22/18,0.59,11,5,C11_R5
18MP_205,11,5,6/6/18,0.225,11,5,C11_R5
18MP_216,11,6,5/22/18,0.651,11,6,C11_R6
18MP_216,11,6,6/6/18,0.238,11,6,C11_R6
18MP_225,11,7,5/22/18,0.618,11,7,C11_R7
18MP_225,11,7,6/6/18,0.237,11,7,C11_R7
18MP_236,11,8,5/22/18,0.676,11,8,C11_R8
18MP_236,11,8,6/6/18,0.252,11,8,C11_R8
18MP_305,11,9,5/22/18,0.692,11,9,C11_R9
18MP_305,11,9,6/6/18,0.294,11,9,C11_R9
18MP_316,11,10,5/22/18,0.772,11,10,C11_R10
18MP_316,11,10,6/6/18,0.415,11,10,C11_R10
18MP_325,11,11,5/22/18,0.787,11,11,C11_R11
18MP_325,11,11,6/6/18,0.386,11,11,C11_R11
18MP_336,11,12,5/22/18,0.717,11,12,C11_R12
18MP_336,11,12,6/6/18,0.285,11,12,C11_R12
