Plot_ID,Date,UAV_Date,STATION,NDVI,Tmax,Tmin,cum_GDD,cum_Pdays,cum_BMT
17-AYN2-RL-U-0208,2017-05-25,2017-05-25,Manhattan,0.854092498,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0209,2017-05-25,2017-05-25,Manhattan,0.862110143,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0210,2017-05-25,2017-05-25,Manhattan,0.843011768,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0211,2017-05-25,2017-05-25,Manhattan,0.81411316,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0212,2017-05-25,2017-05-25,Manhattan,0.855301392,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0213,2017-05-25,2017-05-25,Manhattan,0.867723435,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0214,2017-05-25,2017-05-25,Manhattan,0.87085191,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0215,2017-05-25,2017-05-25,Manhattan,0.886651808,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0216,2017-05-25,2017-05-25,Manhattan,0.895247859,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0217,2017-05-25,2017-05-25,Manhattan,0.8619210890000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0218,2017-05-25,2017-05-25,Manhattan,0.876074164,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0219,2017-05-25,2017-05-25,Manhattan,0.880993453,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0220,2017-05-25,2017-05-25,Manhattan,0.888858073,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0221,2017-05-25,2017-05-25,Manhattan,0.855809044,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0222,2017-05-25,2017-05-25,Manhattan,0.827944557,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0223,2017-05-25,2017-05-25,Manhattan,0.8651552809999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0224,2017-05-25,2017-05-25,Manhattan,0.859377012,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0225,2017-05-25,2017-05-25,Manhattan,0.8876961329999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0226,2017-05-25,2017-05-25,Manhattan,0.8817820890000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0227,2017-05-25,2017-05-25,Manhattan,0.821466558,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0228,2017-05-25,2017-05-25,Manhattan,0.841480455,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0229,2017-05-25,2017-05-25,Manhattan,0.848129305,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0230,2017-05-25,2017-05-25,Manhattan,0.840518845,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0231,2017-05-25,2017-05-25,Manhattan,0.8179918140000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0232,2017-05-25,2017-05-25,Manhattan,0.85631106,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0233,2017-05-25,2017-05-25,Manhattan,0.856482242,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0234,2017-05-25,2017-05-25,Manhattan,0.8606682529999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0235,2017-05-25,2017-05-25,Manhattan,0.85017663,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0236,2017-05-25,2017-05-25,Manhattan,0.8469755870000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0237,2017-05-25,2017-05-25,Manhattan,0.8450562890000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0238,2017-05-25,2017-05-25,Manhattan,0.885891694,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0239,2017-05-25,2017-05-25,Manhattan,0.851991323,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN2-RL-U-0240,2017-05-25,2017-05-25,Manhattan,0.862919167,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0101,2017-05-25,2017-05-25,Manhattan,0.76609423,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0102,2017-05-25,2017-05-25,Manhattan,0.8425696840000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0103,2017-05-25,2017-05-25,Manhattan,0.8604896120000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0104,2017-05-25,2017-05-25,Manhattan,0.866158599,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0105,2017-05-25,2017-05-25,Manhattan,0.848150944,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0106,2017-05-25,2017-05-25,Manhattan,0.8627324820000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0107,2017-05-25,2017-05-25,Manhattan,0.8759270990000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0108,2017-05-25,2017-05-25,Manhattan,0.870639187,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0109,2017-05-25,2017-05-25,Manhattan,0.8791358690000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0110,2017-05-25,2017-05-25,Manhattan,0.858636415,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0111,2017-05-25,2017-05-25,Manhattan,0.847357748,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0112,2017-05-25,2017-05-25,Manhattan,0.8733714890000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0113,2017-05-25,2017-05-25,Manhattan,0.8775983470000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0114,2017-05-25,2017-05-25,Manhattan,0.8407331929999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0115,2017-05-25,2017-05-25,Manhattan,0.8164293290000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0116,2017-05-25,2017-05-25,Manhattan,0.856055255,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0117,2017-05-25,2017-05-25,Manhattan,0.869338359,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0118,2017-05-25,2017-05-25,Manhattan,0.8605790440000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0119,2017-05-25,2017-05-25,Manhattan,0.8288373090000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0120,2017-05-25,2017-05-25,Manhattan,0.805001553,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0121,2017-05-25,2017-05-25,Manhattan,0.821105738,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0122,2017-05-25,2017-05-25,Manhattan,0.851501935,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0123,2017-05-25,2017-05-25,Manhattan,0.867163703,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0124,2017-05-25,2017-05-25,Manhattan,0.85458757,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0125,2017-05-25,2017-05-25,Manhattan,0.878426481,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0126,2017-05-25,2017-05-25,Manhattan,0.8486063690000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0127,2017-05-25,2017-05-25,Manhattan,0.845715773,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0128,2017-05-25,2017-05-25,Manhattan,0.787831328,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0129,2017-05-25,2017-05-25,Manhattan,0.8272735170000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0130,2017-05-25,2017-05-25,Manhattan,0.8678341620000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0131,2017-05-25,2017-05-25,Manhattan,0.837394085,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0132,2017-05-25,2017-05-25,Manhattan,0.8172618190000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0133,2017-05-25,2017-05-25,Manhattan,0.791821613,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0134,2017-05-25,2017-05-25,Manhattan,0.852838194,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0135,2017-05-25,2017-05-25,Manhattan,0.861602403,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0136,2017-05-25,2017-05-25,Manhattan,0.8706700490000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0137,2017-05-25,2017-05-25,Manhattan,0.866218739,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0138,2017-05-25,2017-05-25,Manhattan,0.821693447,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0139,2017-05-25,2017-05-25,Manhattan,0.8489431540000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0140,2017-05-25,2017-05-25,Manhattan,0.8128245820000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0201,2017-05-25,2017-05-25,Manhattan,0.840485913,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0202,2017-05-25,2017-05-25,Manhattan,0.845336944,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0203,2017-05-25,2017-05-25,Manhattan,0.868848233,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0204,2017-05-25,2017-05-25,Manhattan,0.844083109,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0205,2017-05-25,2017-05-25,Manhattan,0.851776001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0206,2017-05-25,2017-05-25,Manhattan,0.850578638,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0207,2017-05-25,2017-05-25,Manhattan,0.825497367,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0208,2017-05-25,2017-05-25,Manhattan,0.810981602,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0209,2017-05-25,2017-05-25,Manhattan,0.795460135,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0210,2017-05-25,2017-05-25,Manhattan,0.8327227690000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0211,2017-05-25,2017-05-25,Manhattan,0.798505758,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0212,2017-05-25,2017-05-25,Manhattan,0.790369678,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0213,2017-05-25,2017-05-25,Manhattan,0.7890056129999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0214,2017-05-25,2017-05-25,Manhattan,0.855405256,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0215,2017-05-25,2017-05-25,Manhattan,0.850121392,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0216,2017-05-25,2017-05-25,Manhattan,0.851471183,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0217,2017-05-25,2017-05-25,Manhattan,0.838419415,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0218,2017-05-25,2017-05-25,Manhattan,0.853883823,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0219,2017-05-25,2017-05-25,Manhattan,0.780009455,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0220,2017-05-25,2017-05-25,Manhattan,0.7885359279999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0221,2017-05-25,2017-05-25,Manhattan,0.8130830990000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0222,2017-05-25,2017-05-25,Manhattan,0.80589973,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0223,2017-05-25,2017-05-25,Manhattan,0.801609536,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0224,2017-05-25,2017-05-25,Manhattan,0.837940053,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0225,2017-05-25,2017-05-25,Manhattan,0.81964552,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0226,2017-05-25,2017-05-25,Manhattan,0.839739775,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0227,2017-05-25,2017-05-25,Manhattan,0.825786627,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0228,2017-05-25,2017-05-25,Manhattan,0.8174344570000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0229,2017-05-25,2017-05-25,Manhattan,0.771855472,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0230,2017-05-25,2017-05-25,Manhattan,0.815459367,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0231,2017-05-25,2017-05-25,Manhattan,0.7007925909999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0232,2017-05-25,2017-05-25,Manhattan,0.713695125,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0233,2017-05-25,2017-05-25,Manhattan,0.712354535,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0234,2017-05-25,2017-05-25,Manhattan,0.7903087109999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0235,2017-05-25,2017-05-25,Manhattan,0.797897146,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0236,2017-05-25,2017-05-25,Manhattan,0.8399098420000001,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0237,2017-05-25,2017-05-25,Manhattan,0.819248083,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0238,2017-05-25,2017-05-25,Manhattan,0.7936247959999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0239,2017-05-25,2017-05-25,Manhattan,0.774776646,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-F-0240,2017-05-25,2017-05-25,Manhattan,0.725390248,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0101,2017-05-25,2017-05-25,Manhattan,0.781125043,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0102,2017-05-25,2017-05-25,Manhattan,0.846440237,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0103,2017-05-25,2017-05-25,Manhattan,0.854790163,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0104,2017-05-25,2017-05-25,Manhattan,0.863862403,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0105,2017-05-25,2017-05-25,Manhattan,0.843434534,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0106,2017-05-25,2017-05-25,Manhattan,0.8631022859999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0107,2017-05-25,2017-05-25,Manhattan,0.879384134,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0108,2017-05-25,2017-05-25,Manhattan,0.867946795,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0109,2017-05-25,2017-05-25,Manhattan,0.8938096459999999,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0110,2017-05-25,2017-05-25,Manhattan,0.855279215,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0111,2017-05-25,2017-05-25,Manhattan,0.838025342,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0112,2017-05-25,2017-05-25,Manhattan,0.886387735,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0113,2017-05-25,2017-05-25,Manhattan,0.879530878,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0114,2017-05-25,2017-05-25,Manhattan,0.835119224,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0115,2017-05-25,2017-05-25,Manhattan,0.81195618,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0116,2017-05-25,2017-05-25,Manhattan,0.854006871,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0117,2017-05-25,2017-05-25,Manhattan,0.860758114,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0118,2017-05-25,2017-05-25,Manhattan,0.863478781,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0119,2017-05-25,2017-05-25,Manhattan,0.843494623,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0120,2017-05-25,2017-05-25,Manhattan,0.819086062,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
17-AYN3F-RL-U-0121,2017-05-25,2017-05-25,Manhattan,0.844203273,20.56,8.69,1225.4800000000007,1085.9862503463658,873.3874147595888
